,CUSEC,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
4842,1_41_29_1_4,Castilleja de la Cuesta,Sevilla,Andalucía,253067.35,2495.0,0.49,0.51,0.14,0.75,0.11,0.08,0.61,0.17,0.14,9859.0,24921.0,0.96,0.04,825.0,1.0
4843,1_41_29_1_5,Castilleja de la Cuesta,Sevilla,Andalucía,108062.01,1070.0,0.57,0.44,0.12,0.73,0.16,0.07,0.82,0.0,0.12,9901.7,17856.0,0.92,0.08,550.0,0.8
4844,1_41_29_1_6,Castilleja de la Cuesta,Sevilla,Andalucía,32524.05,1295.0,0.49,0.51,0.28,0.66,0.06,0.05,0.62,0.05,0.28,39816.7,18965.0,0.81,0.19,415.0,1.0
4845,1_41_29_1_7,Castilleja de la Cuesta,Sevilla,Andalucía,228385.37,1235.0,0.51,0.49,0.16,0.77,0.07,0.09,0.68,0.06,0.16,5407.5,19472.0,1.0,0.0,530.0,0.75
4846,1_41_29_1_8,Castilleja de la Cuesta,Sevilla,Andalucía,33856.32,1365.0,0.52,0.48,0.28,0.69,0.03,0.06,0.53,0.13,0.28,40317.4,20050.0,0.73,0.27,540.0,0.85
4847,1_41_29_1_9,Castilleja de la Cuesta,Sevilla,Andalucía,347688.26,1325.0,0.5,0.5,0.19,0.71,0.1,0.04,0.46,0.3,0.19,3810.9,23691.0,0.97,0.03,625.0,0.84
4848,1_41_29_1_10,Castilleja de la Cuesta,Sevilla,Andalucía,354644.25,1595.0,0.47,0.53,0.25,0.66,0.08,0.03,0.47,0.24,0.25,4497.5,31382.0,1.0,0.0,680.0,0.75
4849,1_41_29_1_11,Castilleja de la Cuesta,Sevilla,Andalucía,190289.69,1360.0,0.48,0.52,0.24,0.71,0.05,0.06,0.46,0.24,0.24,7147.0,31495.0,1.0,0.0,605.0,0.73
4850,1_41_59_1_6,Mairena del Aljarafe,Sevilla,Andalucía,124108.66,1425.0,0.46,0.54,0.11,0.67,0.22,0.21,0.6,0.08,0.11,11481.9,22672.0,0.93,0.07,920.0,0.61
4851,1_41_30_1_1,Castilleja del Campo,Sevilla,Andalucía,16243826.09,640.0,0.5,0.51,0.15,0.66,0.19,0.17,0.59,0.09,0.15,39.4,22763.0,0.92,0.08,280.0,0.93
4852,1_41_31_1_1,"Castillo de las Guardas, El",Sevilla,Andalucía,258383567.03,1565.0,0.51,0.49,0.13,0.64,0.23,0.18,0.63,0.06,0.13,6.1,19048.0,0.99,0.01,1310.0,0.51
4853,1_41_32_1_1,Cazalla de la Sierra,Sevilla,Andalucía,305166.68,730.0,0.53,0.47,0.18,0.51,0.31,0.17,0.53,0.12,0.18,2392.1,19714.0,0.98,0.02,500.0,0.53
4854,1_41_32_1_2,Cazalla de la Sierra,Sevilla,Andalucía,65590.1,695.0,0.47,0.53,0.12,0.65,0.22,0.28,0.53,0.06,0.12,10596.1,,1.0,0.0,425.0,0.67
4855,1_41_32_1_3,Cazalla de la Sierra,Sevilla,Andalucía,163713.83,1010.0,0.48,0.51,0.14,0.56,0.3,0.28,0.53,0.04,0.14,6169.3,20155.0,1.0,0.0,535.0,0.72
4856,1_41_32_2_1,Cazalla de la Sierra,Sevilla,Andalucía,132403.26,1250.0,0.47,0.53,0.1,0.74,0.16,0.17,0.66,0.06,0.1,9440.9,19783.0,0.99,0.01,720.0,0.61
4857,1_41_32_2_2,Cazalla de la Sierra,Sevilla,Andalucía,356688469.46,1360.0,0.51,0.49,0.17,0.76,0.07,0.06,0.71,0.06,0.17,3.8,21122.0,1.0,0.0,960.0,0.48
4858,1_41_59_1_7,Mairena del Aljarafe,Sevilla,Andalucía,22371.46,905.0,0.51,0.49,0.28,0.66,0.07,0.07,0.56,0.1,0.28,40453.3,19702.0,1.0,0.0,255.0,1.0
4859,1_41_33_1_1,Constantina,Sevilla,Andalucía,245785.62,2345.0,0.52,0.48,0.22,0.67,0.12,0.18,0.52,0.09,0.22,9540.8,19753.0,1.0,0.0,1025.0,0.78
4860,1_41_33_1_2,Constantina,Sevilla,Andalucía,108271.15,1005.0,0.49,0.51,0.09,0.69,0.22,0.23,0.59,0.09,0.09,9282.3,19902.0,0.99,0.01,590.0,0.58
4861,1_41_33_2_1,Constantina,Sevilla,Andalucía,90880.86,1055.0,0.45,0.54,0.1,0.68,0.21,0.09,0.72,0.08,0.1,11608.6,20189.0,1.0,0.0,610.0,0.65
4862,1_41_33_3_1,Constantina,Sevilla,Andalucía,49839.78,485.0,0.43,0.57,0.26,0.47,0.27,0.22,0.51,0.02,0.26,9731.2,,1.0,0.0,350.0,0.51
4863,1_41_33_3_2,Constantina,Sevilla,Andalucía,177805.86,635.0,0.55,0.46,0.1,0.65,0.26,0.31,0.55,0.03,0.1,3571.3,17141.0,0.98,0.02,560.0,0.54
4864,1_41_33_4_1,Constantina,Sevilla,Andalucía,480822802.67,805.0,0.5,0.5,0.15,0.64,0.2,0.32,0.47,0.06,0.15,1.7,17684.0,1.0,0.0,665.0,0.41
4865,1_41_34_1_1,Coria del Río,Sevilla,Andalucía,114740.0,2555.0,0.45,0.55,0.17,0.63,0.2,0.11,0.57,0.14,0.17,22267.7,24665.0,1.0,0.0,980.0,0.95
4866,1_41_91_3_5,Sevilla,Sevilla,Andalucía,57046.65,2115.0,0.47,0.53,0.26,0.7,0.04,0.01,0.29,0.44,0.26,37074.9,45199.0,0.91,0.09,715.0,0.97
4867,1_41_34_1_2,Coria del Río,Sevilla,Andalucía,76084.53,1130.0,0.5,0.5,0.11,0.82,0.06,0.06,0.82,0.0,0.11,14851.9,16702.0,0.82,0.18,550.0,0.76
4868,1_41_34_1_3,Coria del Río,Sevilla,Andalucía,90000.49,670.0,0.5,0.5,0.04,0.69,0.26,0.32,0.61,0.02,0.04,7444.4,17798.0,0.95,0.06,640.0,0.46
4869,1_41_34_1_4,Coria del Río,Sevilla,Andalucía,137459.24,2160.0,0.47,0.54,0.13,0.67,0.2,0.26,0.5,0.12,0.13,15713.7,22254.0,1.0,0.0,935.0,0.89
4870,1_41_34_1_5,Coria del Río,Sevilla,Andalucía,3516384.93,2360.0,0.54,0.46,0.17,0.71,0.12,0.18,0.6,0.05,0.17,671.1,18446.0,0.99,0.01,915.0,0.98
4871,1_41_34_1_6,Coria del Río,Sevilla,Andalucía,275558.25,1100.0,0.45,0.55,0.22,0.56,0.21,0.15,0.54,0.09,0.22,3991.9,24062.0,1.0,0.0,675.0,0.55
4872,1_41_34_1_7,Coria del Río,Sevilla,Andalucía,413298.13,1430.0,0.55,0.46,0.2,0.69,0.12,0.19,0.59,0.02,0.2,3460.0,18609.0,0.99,0.01,590.0,0.82
4873,1_41_34_1_9,Coria del Río,Sevilla,Andalucía,189482.21,1705.0,0.44,0.56,0.18,0.72,0.11,0.15,0.65,0.03,0.18,8998.2,18085.0,0.98,0.02,735.0,0.92
4874,1_41_34_1_10,Coria del Río,Sevilla,Andalucía,602709.59,3070.0,0.52,0.48,0.28,0.71,0.01,0.06,0.5,0.16,0.28,5093.7,25140.0,0.79,0.21,1110.0,0.95
4875,1_41_34_2_1,Coria del Río,Sevilla,Andalucía,653925.9,2595.0,0.45,0.55,0.21,0.62,0.17,0.18,0.58,0.04,0.21,3968.3,23515.0,1.0,0.0,965.0,0.94
4876,1_41_34_3_3,Coria del Río,Sevilla,Andalucía,2814681.64,2135.0,0.47,0.53,0.28,0.69,0.03,0.03,0.64,0.05,0.28,758.5,18658.0,1.0,0.01,965.0,0.78
4877,1_41_34_3_4,Coria del Río,Sevilla,Andalucía,416974.58,1950.0,0.54,0.46,0.21,0.72,0.07,0.08,0.64,0.07,0.21,4676.5,18165.0,0.93,0.07,825.0,0.83
4878,1_41_35_1_1,Coripe,Sevilla,Andalucía,51471684.99,1395.0,0.51,0.5,0.14,0.57,0.28,0.32,0.49,0.05,0.14,27.1,18738.0,0.99,0.01,865.0,0.7
4879,1_41_37_2_1,"Corrales, Los",Sevilla,Andalucía,424429.81,2040.0,0.54,0.46,0.22,0.65,0.14,0.18,0.54,0.06,0.22,4806.4,19263.0,1.0,0.0,915.0,0.78
4880,1_41_34_2_2,Coria del Río,Sevilla,Andalucía,53279872.01,1230.0,0.54,0.46,0.16,0.59,0.25,0.2,0.6,0.04,0.16,23.1,22270.0,0.85,0.15,1050.0,0.42
4881,1_41_34_3_1,Coria del Río,Sevilla,Andalucía,72575.23,1490.0,0.62,0.38,0.16,0.6,0.23,0.16,0.54,0.12,0.16,20530.4,25697.0,0.99,0.01,645.0,0.84
4882,1_41_34_3_2,Coria del Río,Sevilla,Andalucía,148092.96,2560.0,0.5,0.5,0.16,0.72,0.12,0.16,0.62,0.06,0.16,17286.4,19412.0,1.0,0.0,930.0,0.93
4883,1_41_36_1_1,"Coronil, El",Sevilla,Andalucía,91237248.89,870.0,0.51,0.49,0.12,0.71,0.17,0.19,0.53,0.15,0.12,9.5,21592.0,0.98,0.02,490.0,0.77
4884,1_41_36_1_2,"Coronil, El",Sevilla,Andalucía,103485.96,985.0,0.42,0.58,0.22,0.55,0.23,0.27,0.49,0.03,0.22,9518.2,20154.0,0.97,0.03,505.0,0.71
4885,1_41_38_1_1,Dos Hermanas,Sevilla,Andalucía,163655.28,1345.0,0.45,0.55,0.16,0.64,0.2,0.1,0.57,0.17,0.16,8218.5,30103.0,0.93,0.07,505.0,0.96
4886,1_41_38_1_2,Dos Hermanas,Sevilla,Andalucía,162219.8,3845.0,0.46,0.54,0.24,0.7,0.06,0.11,0.64,0.02,0.24,23702.4,19076.0,0.79,0.21,1320.0,0.98
4887,1_41_38_1_3,Dos Hermanas,Sevilla,Andalucía,166953.12,1050.0,0.49,0.51,0.23,0.6,0.17,0.34,0.41,0.01,0.23,6289.2,15987.0,1.0,0.0,565.0,0.64
4888,1_41_38_1_4,Dos Hermanas,Sevilla,Andalucía,156591.6,1150.0,0.48,0.52,0.12,0.59,0.3,0.32,0.48,0.08,0.12,7343.9,21773.0,0.98,0.02,610.0,0.66
4889,1_41_38_1_5,Dos Hermanas,Sevilla,Andalucía,88217.17,1215.0,0.48,0.52,0.09,0.59,0.32,0.16,0.6,0.15,0.09,13772.8,26096.0,0.98,0.02,595.0,0.82
4890,1_41_38_3_10,Dos Hermanas,Sevilla,Andalucía,171556.21,1455.0,0.46,0.54,0.18,0.58,0.23,0.21,0.53,0.08,0.18,8481.2,24779.0,0.92,0.07,630.0,0.83
4891,1_41_38_1_6,Dos Hermanas,Sevilla,Andalucía,278561.55,425.0,0.54,0.46,0.07,0.52,0.41,0.4,0.49,0.02,0.07,1525.7,18414.0,1.0,0.0,265.0,0.66
4892,1_41_38_1_7,Dos Hermanas,Sevilla,Andalucía,112545.75,1100.0,0.56,0.44,0.26,0.65,0.09,0.08,0.57,0.09,0.26,9773.8,23729.0,1.0,0.0,480.0,0.8
4893,1_41_38_2_1,Dos Hermanas,Sevilla,Andalucía,184644.43,1935.0,0.49,0.51,0.08,0.74,0.18,0.09,0.62,0.21,0.08,10479.6,30535.0,0.94,0.06,775.0,0.88
4894,1_41_38_2_2,Dos Hermanas,Sevilla,Andalucía,152682.73,2630.0,0.52,0.48,0.16,0.66,0.19,0.1,0.6,0.14,0.16,17225.3,28432.0,1.0,0.0,1135.0,0.83
4895,1_41_38_2_3,Dos Hermanas,Sevilla,Andalucía,136442.56,2040.0,0.4,0.6,0.05,0.62,0.33,0.12,0.62,0.2,0.05,14951.3,28966.0,1.0,0.0,905.0,1.0
4896,1_41_91_5_53,Sevilla,Sevilla,Andalucía,21875.07,670.0,0.44,0.55,0.22,0.57,0.21,0.11,0.67,0.0,0.22,30628.5,15223.0,0.84,0.16,325.0,0.78
4897,1_41_38_2_4,Dos Hermanas,Sevilla,Andalucía,191331.62,2985.0,0.52,0.49,0.16,0.65,0.19,0.11,0.55,0.18,0.16,15601.2,26464.0,0.99,0.01,1110.0,0.95
4898,1_41_38_2_5,Dos Hermanas,Sevilla,Andalucía,112429.49,1405.0,0.48,0.52,0.1,0.71,0.19,0.16,0.66,0.08,0.1,12496.7,24504.0,1.0,0.0,615.0,0.87
4899,1_41_38_2_6,Dos Hermanas,Sevilla,Andalucía,57124.29,635.0,0.46,0.54,0.17,0.65,0.17,0.21,0.54,0.06,0.17,11116.1,23974.0,1.0,0.0,260.0,0.79
4900,1_41_38_2_7,Dos Hermanas,Sevilla,Andalucía,42340.35,1470.0,0.46,0.54,0.15,0.78,0.07,0.11,0.68,0.06,0.15,34718.7,21081.0,0.92,0.08,690.0,0.81
4901,1_41_38_2_8,Dos Hermanas,Sevilla,Andalucía,112979.3,1175.0,0.57,0.43,0.12,0.77,0.1,0.12,0.71,0.05,0.12,10400.1,22747.0,0.99,0.01,575.0,0.77
4902,1_41_38_2_9,Dos Hermanas,Sevilla,Andalucía,82305.04,725.0,0.53,0.47,0.14,0.77,0.09,0.17,0.68,0.01,0.14,8808.7,15833.0,1.0,0.0,330.0,0.85
4903,1_41_38_5_16,Dos Hermanas,Sevilla,Andalucía,153118.61,1770.0,0.47,0.53,0.24,0.68,0.07,0.02,0.55,0.2,0.24,11559.7,31490.0,1.0,0.0,510.0,1.0
4904,1_41_38_2_10,Dos Hermanas,Sevilla,Andalucía,246247.35,1180.0,0.43,0.56,0.24,0.69,0.06,0.14,0.55,0.07,0.24,4791.9,13021.0,1.0,0.0,685.0,0.58
4905,1_41_38_2_11,Dos Hermanas,Sevilla,Andalucía,110699.31,1110.0,0.5,0.5,0.2,0.72,0.08,0.06,0.66,0.08,0.2,10027.2,21662.0,1.0,0.0,535.0,0.79
4906,1_41_38_3_1,Dos Hermanas,Sevilla,Andalucía,524085.44,1350.0,0.53,0.47,0.2,0.74,0.05,0.1,0.67,0.02,0.2,2575.9,16909.0,1.0,0.0,580.0,0.95
4907,1_41_38_3_2,Dos Hermanas,Sevilla,Andalucía,128249.49,1490.0,0.54,0.46,0.17,0.55,0.28,0.24,0.59,0.01,0.17,11618.0,22352.0,1.0,0.0,665.0,0.81
4908,1_41_38_3_3,Dos Hermanas,Sevilla,Andalucía,50383.49,1135.0,0.51,0.49,0.22,0.7,0.08,0.08,0.63,0.07,0.22,22527.2,18630.0,0.98,0.02,555.0,0.87
4909,1_41_38_5_17,Dos Hermanas,Sevilla,Andalucía,188650.82,2015.0,0.48,0.52,0.3,0.66,0.04,0.02,0.52,0.16,0.3,10681.1,31105.0,0.99,0.01,750.0,0.89
4910,1_41_38_3_4,Dos Hermanas,Sevilla,Andalucía,176997.24,2310.0,0.53,0.47,0.25,0.68,0.07,0.13,0.51,0.12,0.25,13051.1,21685.0,1.0,0.0,905.0,0.92
4911,1_41_38_3_5,Dos Hermanas,Sevilla,Andalucía,61495.75,2040.0,0.52,0.48,0.12,0.74,0.14,0.15,0.62,0.12,0.12,33173.0,20552.0,0.99,0.01,940.0,0.97
4912,1_41_38_3_6,Dos Hermanas,Sevilla,Andalucía,667502.63,1205.0,0.52,0.48,0.04,0.68,0.27,0.02,0.59,0.35,0.04,1805.2,53806.0,0.98,0.02,535.0,0.73
4913,1_41_38_3_7,Dos Hermanas,Sevilla,Andalucía,49512.1,1645.0,0.53,0.47,0.13,0.74,0.12,0.15,0.69,0.03,0.13,33224.2,18139.0,0.92,0.08,840.0,0.8
4914,1_41_38_3_8,Dos Hermanas,Sevilla,Andalucía,71631.12,1420.0,0.47,0.52,0.12,0.69,0.19,0.21,0.62,0.05,0.12,19823.8,23395.0,1.0,0.0,555.0,0.91
4915,1_41_38_3_9,Dos Hermanas,Sevilla,Andalucía,75038.1,1470.0,0.48,0.52,0.14,0.77,0.1,0.06,0.77,0.04,0.14,19590.0,16407.0,0.93,0.07,680.0,0.8
4916,1_41_38_3_11,Dos Hermanas,Sevilla,Andalucía,1157318.59,1805.0,0.51,0.49,0.24,0.68,0.08,0.03,0.49,0.24,0.24,1559.6,35146.0,0.97,0.03,685.0,0.82
4917,1_41_38_3_12,Dos Hermanas,Sevilla,Andalucía,126470.35,1440.0,0.58,0.42,0.12,0.77,0.1,0.18,0.6,0.09,0.12,11386.1,29386.0,1.0,0.0,530.0,0.94
4918,1_41_38_3_13,Dos Hermanas,Sevilla,Andalucía,339500.01,2895.0,0.49,0.51,0.23,0.7,0.07,0.01,0.47,0.28,0.23,8527.2,38392.0,0.99,0.01,960.0,0.97
4919,1_41_38_3_14,Dos Hermanas,Sevilla,Andalucía,224166.88,1890.0,0.52,0.48,0.16,0.74,0.1,0.12,0.56,0.16,0.16,8431.2,28692.0,1.0,0.0,760.0,0.98
4920,1_41_38_3_15,Dos Hermanas,Sevilla,Andalucía,67391.34,830.0,0.51,0.49,0.25,0.69,0.06,0.08,0.56,0.12,0.25,12316.1,27928.0,0.9,0.1,340.0,0.94
4921,1_41_38_4_1,Dos Hermanas,Sevilla,Andalucía,71235.66,1055.0,0.49,0.51,0.18,0.73,0.08,0.11,0.59,0.12,0.18,14810.0,23637.0,0.94,0.06,570.0,0.75
4922,1_41_38_4_2,Dos Hermanas,Sevilla,Andalucía,196144.66,2265.0,0.51,0.49,0.21,0.71,0.09,0.01,0.47,0.32,0.21,11547.6,35433.0,1.0,0.0,820.0,0.98
4923,1_41_38_4_3,Dos Hermanas,Sevilla,Andalucía,36660.63,1345.0,0.54,0.46,0.25,0.59,0.16,0.17,0.55,0.03,0.25,36687.9,18189.0,0.9,0.1,575.0,0.9
4924,1_41_38_4_4,Dos Hermanas,Sevilla,Andalucía,114767.66,1690.0,0.48,0.51,0.19,0.59,0.22,0.28,0.53,0.01,0.19,14725.4,22633.0,0.99,0.01,640.0,0.92
4925,1_41_38_4_5,Dos Hermanas,Sevilla,Andalucía,369690.11,1600.0,0.48,0.53,0.19,0.73,0.08,0.1,0.61,0.1,0.19,4327.9,30329.0,1.0,0.0,690.0,0.73
4926,1_41_38_5_18,Dos Hermanas,Sevilla,Andalucía,54562.39,1385.0,0.36,0.64,0.36,0.62,0.02,0.02,0.52,0.1,0.36,25383.8,28828.0,1.0,0.0,420.0,1.0
4927,1_41_38_4_6,Dos Hermanas,Sevilla,Andalucía,671048.06,1540.0,0.48,0.52,0.14,0.68,0.18,0.25,0.59,0.02,0.14,2294.9,23202.0,1.0,0.0,715.0,0.76
4928,1_41_38_4_7,Dos Hermanas,Sevilla,Andalucía,322159.88,2300.0,0.48,0.52,0.17,0.76,0.07,0.08,0.59,0.16,0.17,7139.3,29105.0,0.99,0.01,905.0,0.85
4929,1_41_38_4_8,Dos Hermanas,Sevilla,Andalucía,182378.38,1795.0,0.52,0.49,0.11,0.66,0.23,0.25,0.58,0.06,0.11,9842.2,25623.0,0.97,0.04,935.0,0.66
4930,1_41_38_4_9,Dos Hermanas,Sevilla,Andalucía,150453.21,1265.0,0.56,0.44,0.22,0.68,0.09,0.07,0.6,0.11,0.22,8407.9,20336.0,0.96,0.04,570.0,0.82
4931,1_41_38_4_10,Dos Hermanas,Sevilla,Andalucía,108240.43,635.0,0.51,0.49,0.2,0.59,0.22,0.22,0.51,0.07,0.2,5866.6,23866.0,1.0,0.0,305.0,0.74
4932,1_41_38_4_11,Dos Hermanas,Sevilla,Andalucía,864702.0,2655.0,0.48,0.52,0.21,0.75,0.05,0.04,0.57,0.19,0.21,3070.4,24686.0,1.0,0.0,1290.0,0.74
4933,1_41_38_4_12,Dos Hermanas,Sevilla,Andalucía,143406.92,2675.0,0.49,0.51,0.21,0.7,0.09,0.16,0.6,0.03,0.21,18653.2,20627.0,0.99,0.01,965.0,0.93
4934,1_41_38_4_13,Dos Hermanas,Sevilla,Andalucía,69189.67,2450.0,0.49,0.51,0.24,0.68,0.08,0.05,0.63,0.09,0.24,35409.9,25806.0,0.98,0.02,840.0,0.95
4935,1_41_38_4_14,Dos Hermanas,Sevilla,Andalucía,150613.05,1675.0,0.47,0.53,0.23,0.76,0.01,0.02,0.64,0.1,0.23,11121.2,27590.0,0.99,0.01,570.0,0.89
4936,1_41_38_4_15,Dos Hermanas,Sevilla,Andalucía,257056.75,3375.0,0.49,0.51,0.28,0.7,0.02,0.03,0.53,0.15,0.28,13129.4,39405.0,0.96,0.04,1185.0,0.92
4937,1_41_38_4_16,Dos Hermanas,Sevilla,Andalucía,181742.54,2150.0,0.52,0.48,0.27,0.63,0.1,0.05,0.56,0.13,0.27,11829.9,25694.0,0.99,0.01,810.0,0.93
4938,1_41_91_5_54,Sevilla,Sevilla,Andalucía,83394.44,2435.0,0.49,0.51,0.11,0.68,0.21,0.02,0.51,0.36,0.11,29198.6,34343.0,1.0,0.0,845.0,0.95
4939,1_41_38_4_17,Dos Hermanas,Sevilla,Andalucía,804099.0,2095.0,0.54,0.46,0.25,0.72,0.03,0.01,0.62,0.11,0.25,2605.4,23732.0,0.96,0.04,875.0,0.86
4940,1_41_38_4_18,Dos Hermanas,Sevilla,Andalucía,236520.86,2100.0,0.46,0.54,0.33,0.67,0.0,0.01,0.43,0.23,0.33,8878.7,35177.0,1.0,0.0,755.0,0.98
4941,1_41_38_4_19,Dos Hermanas,Sevilla,Andalucía,101449.01,2335.0,0.54,0.46,0.25,0.73,0.01,0.03,0.5,0.22,0.25,23016.5,25531.0,0.97,0.03,1055.0,0.98
4942,1_41_38_5_1,Dos Hermanas,Sevilla,Andalucía,37996.37,995.0,0.48,0.52,0.19,0.7,0.11,0.04,0.66,0.11,0.19,26186.7,22278.0,1.0,0.0,490.0,0.76
4943,1_41_38_5_2,Dos Hermanas,Sevilla,Andalucía,18960794.02,1405.0,0.48,0.52,0.16,0.7,0.15,0.16,0.57,0.11,0.16,74.1,23418.0,1.0,0.0,450.0,1.0
4944,1_41_38_5_19,Dos Hermanas,Sevilla,Andalucía,345671.02,1430.0,0.52,0.48,0.27,0.66,0.07,0.01,0.45,0.27,0.27,4136.9,50116.0,1.0,0.0,415.0,0.96
4945,1_41_59_1_23,Mairena del Aljarafe,Sevilla,Andalucía,237927.43,1975.0,0.47,0.53,0.21,0.72,0.07,0.06,0.54,0.19,0.21,8300.9,34734.0,0.98,0.02,580.0,1.0
4946,1_41_38_5_3,Dos Hermanas,Sevilla,Andalucía,333833.17,2225.0,0.45,0.55,0.28,0.65,0.07,0.05,0.43,0.24,0.28,6665.0,32715.0,0.95,0.05,775.0,1.0
4947,1_41_38_5_4,Dos Hermanas,Sevilla,Andalucía,81321.16,1885.0,0.46,0.54,0.19,0.74,0.07,0.06,0.7,0.05,0.19,23179.7,24177.0,0.94,0.06,675.0,0.96
4948,1_41_38_5_5,Dos Hermanas,Sevilla,Andalucía,38697.08,610.0,0.47,0.54,0.11,0.71,0.17,0.17,0.63,0.09,0.11,15763.5,22557.0,1.0,0.0,375.0,0.67
4949,1_41_38_5_6,Dos Hermanas,Sevilla,Andalucía,80239481.71,75.0,,,,1.0,,,,,,0.9,22984.0,1.0,,130.0,
4950,1_41_38_5_7,Dos Hermanas,Sevilla,Andalucía,189911.86,1920.0,0.47,0.53,0.1,0.82,0.08,0.11,0.61,0.18,0.1,10110.0,34791.0,0.99,0.01,585.0,0.92
4951,1_41_38_5_8,Dos Hermanas,Sevilla,Andalucía,335924.14,1865.0,0.52,0.48,0.23,0.7,0.07,0.05,0.57,0.14,0.23,5551.8,34622.0,0.98,0.02,605.0,0.92
4952,1_41_38_5_20,Dos Hermanas,Sevilla,Andalucía,668558.22,3005.0,0.5,0.5,0.31,0.64,0.05,0.04,0.35,0.3,0.31,4494.7,57901.0,1.0,0.0,940.0,0.93
4953,1_41_38_5_9,Dos Hermanas,Sevilla,Andalucía,494370.03,2835.0,0.51,0.49,0.19,0.76,0.05,0.03,0.57,0.2,0.19,5734.6,42487.0,0.98,0.02,855.0,0.96
4954,1_41_38_5_10,Dos Hermanas,Sevilla,Andalucía,50315.8,1400.0,0.49,0.51,0.19,0.78,0.03,0.0,0.57,0.24,0.19,27824.3,30702.0,0.97,0.03,500.0,0.91
4955,1_41_38_5_11,Dos Hermanas,Sevilla,Andalucía,29471.6,1140.0,0.49,0.52,0.25,0.71,0.04,0.02,0.61,0.11,0.25,38681.3,24860.0,0.99,0.01,425.0,0.89
4956,1_41_38_5_12,Dos Hermanas,Sevilla,Andalucía,235574.13,1655.0,0.54,0.45,0.18,0.76,0.06,0.02,0.52,0.28,0.18,7025.4,41162.0,0.9,0.1,630.0,0.84
4957,1_41_38_5_13,Dos Hermanas,Sevilla,Andalucía,91318.02,3225.0,0.49,0.51,0.33,0.64,0.03,0.04,0.52,0.11,0.33,35316.1,26159.0,0.99,0.01,975.0,1.0
4958,1_41_38_5_14,Dos Hermanas,Sevilla,Andalucía,45065653.42,915.0,0.49,0.51,0.26,0.66,0.08,0.12,0.55,0.07,0.26,20.3,26363.0,1.0,0.0,445.0,0.69
4959,1_41_38_5_15,Dos Hermanas,Sevilla,Andalucía,656619.0,2605.0,0.5,0.5,0.27,0.7,0.03,0.02,0.48,0.22,0.27,3967.3,42880.0,0.98,0.02,725.0,1.0
4960,1_41_91_3_6,Sevilla,Sevilla,Andalucía,70801.52,1915.0,0.48,0.52,0.14,0.61,0.25,0.01,0.38,0.46,0.14,27047.4,51733.0,0.99,0.01,645.0,0.99
4961,1_41_38_5_21,Dos Hermanas,Sevilla,Andalucía,359714.72,3320.0,0.48,0.52,0.33,0.65,0.02,0.02,0.43,0.22,0.33,9229.5,28072.0,0.98,0.02,1310.0,0.89
4962,1_41_38_5_22,Dos Hermanas,Sevilla,Andalucía,321648.94,1535.0,0.48,0.52,0.29,0.65,0.06,0.03,0.42,0.26,0.29,4772.3,41212.0,0.99,0.01,490.0,0.92
4963,1_41_39_1_1,Écija,Sevilla,Andalucía,92612.79,685.0,0.6,0.4,0.2,0.68,0.12,0.17,0.45,0.18,0.2,7396.4,25675.0,1.0,0.0,395.0,0.71
4964,1_41_39_1_2,Écija,Sevilla,Andalucía,72282.13,1755.0,0.58,0.42,0.16,0.76,0.08,0.21,0.52,0.11,0.16,24279.9,18572.0,1.0,0.0,810.0,0.85
4965,1_41_39_1_3,Écija,Sevilla,Andalucía,109089.88,1665.0,0.51,0.49,0.12,0.74,0.14,0.12,0.71,0.05,0.12,15262.6,19273.0,1.0,0.0,680.0,0.84
4966,1_41_39_1_4,Écija,Sevilla,Andalucía,62882.0,1085.0,0.48,0.52,0.28,0.65,0.08,0.18,0.51,0.04,0.28,17254.5,17051.0,1.0,0.0,605.0,0.64
4967,1_41_39_1_5,Écija,Sevilla,Andalucía,97542.24,1520.0,0.53,0.47,0.19,0.66,0.15,0.16,0.59,0.06,0.19,15583.0,21173.0,1.0,0.0,760.0,0.68
4968,1_41_39_1_6,Écija,Sevilla,Andalucía,178404.59,1365.0,0.57,0.43,0.16,0.72,0.12,0.22,0.59,0.03,0.16,7651.1,14870.0,0.99,0.01,595.0,0.76
4969,1_41_39_1_7,Écija,Sevilla,Andalucía,353094.33,1330.0,0.47,0.53,0.24,0.67,0.09,0.2,0.56,0.0,0.24,3766.7,16071.0,1.0,0.0,865.0,0.61
4970,1_41_39_2_4,Écija,Sevilla,Andalucía,122485.09,1985.0,0.49,0.51,0.24,0.69,0.07,0.13,0.55,0.08,0.24,16206.1,19908.0,0.99,0.01,805.0,0.93
4971,1_41_39_2_5,Écija,Sevilla,Andalucía,90598.27,890.0,0.47,0.54,0.2,0.7,0.1,0.15,0.61,0.04,0.2,9823.6,21545.0,1.0,0.0,335.0,0.85
4972,1_41_39_3_1,Écija,Sevilla,Andalucía,98016.34,2130.0,0.56,0.45,0.17,0.65,0.17,0.2,0.55,0.08,0.17,21731.1,17046.0,1.0,0.0,815.0,1.0
